Warehouse,Region,Product_Category,Month,Units_Shipped,CostPerUnit,TotalCost
Whse_C,Region_C,Category_009,2013-06,2539.2,2.62,6652.704
Whse_C,Region_C,Category_009,2013-07,3012.0,2.62,7891.4400000000005
Whse_C,Region_C,Category_009,2013-08,5085.6,2.62,13324.272
Whse_C,Region_C,Category_009,2013-09,5366.4,2.62,14059.967999999999
Whse_C,Region_C,Category_009,2013-11,7050.0,2.62,18471.0
Whse_C,Region_C,Category_009,2014-01,5420.4,2.62,14201.448
Whse_C,Region_C,Category_009,2014-02,1496.4,2.62,3920.568
Whse_C,Region_C,Category_009,2014-03,3090.0,2.62,8095.8
Whse_C,Region_C,Category_009,2014-04,5088.0,2.62,13330.560000000001
Whse_C,Region_C,Category_009,2014-05,3543.6,2.62,9284.232
Whse_C,Region_C,Category_009,2014-06,11420.4,2.62,29921.448
Whse_C,Region_C,Category_009,2014-07,5811.6,2.62,15226.392000000002
Whse_C,Region_C,Category_009,2014-08,7404.0,2.62,19398.48
Whse_C,Region_C,Category_009,2014-09,3194.4,2.62,8369.328000000001
Whse_C,Region_C,Category_009,2014-10,2649.6,2.62,6941.952
Whse_C,Region_C,Category_009,2014-11,6404.4,2.62,16779.528
Whse_C,Region_C,Category_009,2015-05,5292.0,2.62,13865.04
Whse_C,Region_C,Category_009,2015-10,4419.6,2.62,11579.352
Whse_C,Region_C,Category_009,2015-12,13620.0,2.62,35684.4
Whse_C,Region_C,Category_009,2016-01,7834.79,2.62,20527.1498
Whse_C,Region_C,Category_009,2016-04,3703.2,2.62,9702.384
Whse_C,Region_C,Category_009,2016-05,1585.43,2.62,4153.8266
Whse_C,Region_C,Category_009,2016-07,2136.5,2.62,5597.63
Whse_C,Region_C,Category_009,2016-09,1706.4,2.62,4470.768
Whse_C,Region_C,Category_009,2016-10,6336.73,2.62,16602.2326
Whse_C,Region_C,Category_009,2016-11,8907.6,2.62,23337.912
Whse_C,Region_C,Category_009,2016-12,496.84,2.62,1301.7208
Whse_C,Region_C,Category_009,2011-05,95.24,2.62,249.5288
Whse_C,Region_C,Category_009,2012-01,3528.0,2.62,9243.36
Whse_C,Region_C,Category_009,2012-02,2587.2,2.62,6778.464
Whse_C,Region_C,Category_009,2012-03,3104.4,2.62,8133.528
Whse_C,Region_C,Category_009,2012-04,2652.0,2.62,6948.240000000001
Whse_C,Region_C,Category_009,2012-05,5880.0,2.62,15405.6
Whse_C,Region_C,Category_009,2012-06,960.0,2.62,2515.2000000000003
Whse_C,Region_C,Category_009,2012-07,6150.0,2.62,16113.0
Whse_C,Region_C,Category_009,2012-08,3816.0,2.62,9997.92
Whse_C,Region_C,Category_009,2012-09,2970.0,2.62,7781.400000000001
Whse_C,Region_C,Category_009,2012-10,1728.0,2.62,4527.360000000001
Whse_C,Region_C,Category_009,2012-11,3734.4,2.62,9784.128
Whse_C,Region_C,Category_009,2012-12,7005.6,2.62,18354.672000000002
Whse_C,Region_C,Category_009,2013-01,1696.8,2.62,4445.616
Whse_C,Region_C,Category_009,2013-02,2254.8,2.62,5907.576000000001
Whse_C,Region_C,Category_009,2013-03,4929.6,2.62,12915.552000000001
Whse_C,Region_C,Category_009,2013-04,7299.6,2.62,19124.952
Whse_C,Region_C,Category_009,2013-05,3230.4,2.62,8463.648000000001
Whse_C,Region_C,Category_009,2013-10,1321.2,2.62,3461.5440000000003
Whse_C,Region_C,Category_009,2013-12,5288.4,2.62,13855.608
Whse_C,Region_C,Category_009,2014-12,6338.4,2.62,16606.608
Whse_C,Region_C,Category_009,2015-01,9848.4,2.62,25802.808
Whse_C,Region_C,Category_009,2015-02,189.6,2.62,496.752
Whse_C,Region_C,Category_009,2015-03,1838.4,2.62,4816.608
Whse_C,Region_C,Category_009,2015-04,8037.6,2.62,21058.512000000002
Whse_C,Region_C,Category_009,2015-06,4002.0,2.62,10485.24
Whse_C,Region_C,Category_009,2015-07,7924.8,2.62,20762.976000000002
Whse_C,Region_C,Category_009,2015-08,2250.0,2.62,5895.0
Whse_C,Region_C,Category_009,2015-09,5320.8,2.62,13940.496000000001
Whse_C,Region_C,Category_009,2015-11,6420.0,2.62,16820.4
Whse_C,Region_C,Category_009,2016-06,2843.45,2.62,7449.839
Whse_C,Region_C,Category_009,2011-01,88.54,2.62,231.97480000000002
Whse_C,Region_C,Category_009,2011-11,89.5,2.62,234.49
Whse_C,Region_C,Category_009,2011-12,25.38,2.62,66.4956
Whse_C,Region_C,Category_009,2011-09,90.5,2.62,237.11
Whse_C,Region_C,Category_009,2017-01,94.15,2.62,246.67300000000003
Whse_C,Region_C,Category_009,2011-10,85.04,2.62,222.80480000000003
Whse_C,Region_C,Category_009,2011-06,88.93,2.62,232.99660000000003
Whse_C,Region_C,Category_010,2013-06,46.92,2.62,122.9304
Whse_C,Region_C,Category_010,2013-08,72.77,2.62,190.6574
Whse_C,Region_C,Category_010,2013-09,76.26,2.62,199.80120000000002
Whse_C,Region_C,Category_010,2013-11,90.39,2.62,236.82180000000002
Whse_C,Region_C,Category_010,2014-01,68.9,2.62,180.51800000000003
Whse_C,Region_C,Category_010,2014-02,74.74,2.62,195.81879999999998
Whse_C,Region_C,Category_010,2014-03,83.93,2.62,219.89660000000003
Whse_C,Region_C,Category_010,2014-04,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2014-05,92.62,2.62,242.66440000000003
Whse_C,Region_C,Category_010,2014-07,84.74,2.62,222.0188
Whse_C,Region_C,Category_010,2014-08,41.17,2.62,107.86540000000001
Whse_C,Region_C,Category_010,2014-09,90.63,2.62,237.4506
Whse_C,Region_C,Category_010,2014-10,78.95,2.62,206.84900000000002
Whse_C,Region_C,Category_010,2014-11,92.66,2.62,242.7692
Whse_C,Region_C,Category_010,2015-05,94.47,2.62,247.5114
Whse_C,Region_C,Category_010,2015-10,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2015-12,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2016-01,56.03,2.62,146.79860000000002
Whse_C,Region_C,Category_010,2016-02,85.93,2.62,225.13660000000002
Whse_C,Region_C,Category_010,2016-03,88.46,2.62,231.7652
Whse_C,Region_C,Category_010,2016-04,28.67,2.62,75.11540000000001
Whse_C,Region_C,Category_010,2016-07,76.36,2.62,200.0632
Whse_C,Region_C,Category_010,2016-08,58.38,2.62,152.9556
Whse_C,Region_C,Category_010,2016-09,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2016-10,96.74,2.62,253.4588
Whse_C,Region_C,Category_010,2016-12,69.83,2.62,182.9546
Whse_C,Region_C,Category_010,2011-05,95.54,2.62,250.31480000000002
Whse_C,Region_C,Category_010,2012-01,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2012-02,87.07,2.62,228.1234
Whse_C,Region_C,Category_010,2012-03,89.85,2.62,235.40699999999998
Whse_C,Region_C,Category_010,2012-04,88.3,2.62,231.346
Whse_C,Region_C,Category_010,2012-05,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2012-06,91.16,2.62,238.8392
Whse_C,Region_C,Category_010,2012-08,50.65,2.62,132.703
Whse_C,Region_C,Category_010,2012-09,80.28,2.62,210.33360000000002
Whse_C,Region_C,Category_010,2012-10,61.94,2.62,162.2828
Whse_C,Region_C,Category_010,2012-11,91.2,2.62,238.94400000000002
Whse_C,Region_C,Category_010,2012-12,89.79,2.62,235.24980000000002
Whse_C,Region_C,Category_010,2013-01,76.56,2.62,200.58720000000002
Whse_C,Region_C,Category_010,2013-02,99.15,2.62,259.773
Whse_C,Region_C,Category_010,2013-03,98.2,2.62,257.284
Whse_C,Region_C,Category_010,2013-04,65.66,2.62,172.0292
Whse_C,Region_C,Category_010,2013-05,32.81,2.62,85.96220000000001
Whse_C,Region_C,Category_010,2013-10,94.36,2.62,247.22320000000002
Whse_C,Region_C,Category_010,2013-12,69.22,2.62,181.3564
Whse_C,Region_C,Category_010,2014-12,64.82,2.62,169.8284
Whse_C,Region_C,Category_010,2015-01,68.49,2.62,179.44379999999998
Whse_C,Region_C,Category_010,2015-02,62.35,2.62,163.357
Whse_C,Region_C,Category_010,2015-03,81.22,2.62,212.7964
Whse_C,Region_C,Category_010,2015-04,67.55,2.62,176.981
Whse_C,Region_C,Category_010,2015-06,33.38,2.62,87.4556
Whse_C,Region_C,Category_010,2015-07,95.76,2.62,250.89120000000003
Whse_C,Region_C,Category_010,2015-08,94.86,2.62,248.53320000000002
Whse_C,Region_C,Category_010,2015-09,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2015-11,100.0,2.62,262.0
Whse_C,Region_C,Category_010,2011-01,99.4,2.62,260.428
Whse_C,Region_C,Category_010,2011-11,94.55,2.62,247.721
Whse_C,Region_C,Category_010,2011-12,98.45,2.62,257.939
Whse_C,Region_C,Category_010,2011-09,95.24,2.62,249.5288
Whse_C,Region_C,Category_010,2017-01,91.83,2.62,240.5946
Whse_C,Region_C,Category_010,2011-10,83.84,2.62,219.66080000000002
Whse_C,Region_C,Category_010,2011-06,93.33,2.62,244.5246
Whse_C,Region_C,Category_011,2013-06,3724.8,2.62,9758.976
Whse_C,Region_C,Category_011,2013-08,1275.6,2.62,3342.072
Whse_C,Region_C,Category_011,2013-09,586.8,2.62,1537.416
Whse_C,Region_C,Category_011,2013-11,922.73,2.62,2417.5526
Whse_C,Region_C,Category_011,2014-01,2073.6,2.62,5432.832
Whse_C,Region_C,Category_011,2014-02,1082.17,2.62,2835.2854
Whse_C,Region_C,Category_011,2014-03,4744.8,2.62,12431.376
Whse_C,Region_C,Category_011,2014-04,1852.8,2.62,4854.336
Whse_C,Region_C,Category_011,2014-06,1634.4,2.62,4282.128000000001
Whse_C,Region_C,Category_011,2014-09,1496.4,2.62,3920.568
Whse_C,Region_C,Category_011,2014-10,2581.2,2.62,6762.744
Whse_C,Region_C,Category_011,2014-11,193.2,2.62,506.18399999999997
Whse_C,Region_C,Category_011,2015-05,1237.2,2.62,3241.4640000000004
Whse_C,Region_C,Category_011,2015-12,474.0,2.62,1241.88
Whse_C,Region_C,Category_011,2016-01,333.6,2.62,874.032
Whse_C,Region_C,Category_011,2016-03,289.2,2.62,757.704
Whse_C,Region_C,Category_011,2016-05,52.8,2.62,138.33599999999998
Whse_C,Region_C,Category_011,2016-11,1294.8,2.62,3392.376
Whse_C,Region_C,Category_011,2011-05,99.45,2.62,260.559
Whse_C,Region_C,Category_011,2012-02,13.2,2.62,34.583999999999996
Whse_C,Region_C,Category_011,2012-03,21.6,2.62,56.592000000000006
Whse_C,Region_C,Category_011,2012-04,12.0,2.62,31.44
Whse_C,Region_C,Category_011,2012-05,44.4,2.62,116.328
Whse_C,Region_C,Category_011,2012-06,19.2,2.62,50.304
Whse_C,Region_C,Category_011,2012-07,1.2,2.62,3.144
Whse_C,Region_C,Category_011,2012-08,44.4,2.62,116.328
Whse_C,Region_C,Category_011,2012-09,78.0,2.62,204.36
Whse_C,Region_C,Category_011,2012-10,7.2,2.62,18.864
Whse_C,Region_C,Category_011,2012-11,36.0,2.62,94.32000000000001
Whse_C,Region_C,Category_011,2013-02,2.4,2.62,6.288
Whse_C,Region_C,Category_011,2013-04,2008.8,2.62,5263.0560000000005
Whse_C,Region_C,Category_011,2013-05,2052.0,2.62,5376.24
Whse_C,Region_C,Category_011,2013-10,1863.6,2.62,4882.632
Whse_C,Region_C,Category_011,2013-12,2058.0,2.62,5391.96
Whse_C,Region_C,Category_011,2014-12,2302.9,2.62,6033.598000000001
Whse_C,Region_C,Category_011,2015-01,5798.4,2.62,15191.807999999999
Whse_C,Region_C,Category_011,2015-02,1462.8,2.62,3832.536
Whse_C,Region_C,Category_011,2015-04,1443.6,2.62,3782.232
Whse_C,Region_C,Category_011,2015-06,643.2,2.62,1685.1840000000002
Whse_C,Region_C,Category_011,2015-08,332.4,2.62,870.8879999999999
Whse_C,Region_C,Category_011,2015-09,602.4,2.62,1578.288
Whse_C,Region_C,Category_011,2011-01,82.13,2.62,215.1806
Whse_C,Region_C,Category_011,2011-11,87.34,2.62,228.8308
Whse_C,Region_C,Category_011,2011-12,7.2,2.62,18.864
Whse_C,Region_C,Category_011,2011-09,95.33,2.62,249.7646
Whse_C,Region_C,Category_011,2011-10,99.4,2.62,260.428
Whse_C,Region_C,Category_011,2011-06,97.3,2.62,254.92600000000002
Whse_C,Region_C,Category_012,2013-06,69.84,2.62,182.98080000000002
Whse_C,Region_C,Category_012,2013-08,66.33,2.62,173.7846
Whse_C,Region_C,Category_012,2013-09,70.57,2.62,184.89339999999999
Whse_C,Region_C,Category_012,2013-11,52.31,2.62,137.0522
Whse_C,Region_C,Category_012,2014-01,100.0,2.62,262.0
Whse_C,Region_C,Category_012,2014-02,98.11,2.62,257.0482
Whse_C,Region_C,Category_012,2014-03,2.4,2.62,6.288
Whse_C,Region_C,Category_012,2014-04,114.43,2.62,299.8066
Whse_C,Region_C,Category_012,2014-05,100.0,2.62,262.0
Whse_C,Region_C,Category_012,2014-06,15.11,2.62,39.5882
Whse_C,Region_C,Category_012,2014-07,134.12,2.62,351.3944
Whse_C,Region_C,Category_012,2014-08,6.0,2.62,15.72
Whse_C,Region_C,Category_012,2014-09,329.73,2.62,863.8926000000001
Whse_C,Region_C,Category_012,2014-10,475.46,2.62,1245.7052
Whse_C,Region_C,Category_012,2014-11,366.0,2.62,958.9200000000001
Whse_C,Region_C,Category_012,2015-05,282.0,2.62,738.84
Whse_C,Region_C,Category_012,2015-10,352.8,2.62,924.336
Whse_C,Region_C,Category_012,2015-12,1293.63,2.62,3389.3106000000002
Whse_C,Region_C,Category_012,2016-01,828.91,2.62,2171.7442
Whse_C,Region_C,Category_012,2016-04,78.0,2.62,204.36
Whse_C,Region_C,Category_012,2016-05,46.54,2.62,121.9348
Whse_C,Region_C,Category_012,2016-08,159.56,2.62,418.04720000000003
Whse_C,Region_C,Category_012,2016-09,438.62,2.62,1149.1844
Whse_C,Region_C,Category_012,2016-10,38.4,2.62,100.608
Whse_C,Region_C,Category_012,2016-11,50.04,2.62,131.1048
Whse_C,Region_C,Category_012,2016-12,12.0,2.62,31.44
Whse_C,Region_C,Category_012,2011-05,91.63,2.62,240.07059999999998
Whse_C,Region_C,Category_012,2012-01,95.33,2.62,249.7646
Whse_C,Region_C,Category_012,2012-02,88.13,2.62,230.9006
Whse_C,Region_C,Category_012,2012-03,97.6,2.62,255.712
Whse_C,Region_C,Category_012,2012-04,92.97,2.62,243.5814
Whse_C,Region_C,Category_012,2012-05,97.98,2.62,256.7076
Whse_C,Region_C,Category_012,2012-06,92.47,2.62,242.2714
Whse_C,Region_C,Category_012,2012-07,82.63,2.62,216.4906
Whse_C,Region_C,Category_012,2012-08,86.19,2.62,225.8178
Whse_C,Region_C,Category_012,2012-09,84.04,2.62,220.18480000000002
Whse_C,Region_C,Category_012,2012-10,98.18,2.62,257.2316
Whse_C,Region_C,Category_012,2012-11,71.69,2.62,187.8278
Whse_C,Region_C,Category_012,2012-12,74.64,2.62,195.5568
Whse_C,Region_C,Category_012,2013-01,65.03,2.62,170.3786
Whse_C,Region_C,Category_012,2013-02,65.77,2.62,172.3174
Whse_C,Region_C,Category_012,2013-03,75.34,2.62,197.3908
Whse_C,Region_C,Category_012,2013-04,70.07,2.62,183.58339999999998
Whse_C,Region_C,Category_012,2013-05,70.99,2.62,185.9938
Whse_C,Region_C,Category_012,2013-10,73.68,2.62,193.04160000000002
Whse_C,Region_C,Category_012,2013-12,80.81,2.62,211.72220000000002
Whse_C,Region_C,Category_012,2014-12,255.42,2.62,669.2004
Whse_C,Region_C,Category_012,2015-01,239.25,2.62,626.835
Whse_C,Region_C,Category_012,2015-02,42.0,2.62,110.04
Whse_C,Region_C,Category_012,2015-03,97.2,2.62,254.66400000000002
Whse_C,Region_C,Category_012,2015-04,336.14,2.62,880.6868
Whse_C,Region_C,Category_012,2015-06,240.14,2.62,629.1668
Whse_C,Region_C,Category_012,2015-07,174.0,2.62,455.88
Whse_C,Region_C,Category_012,2015-08,256.8,2.62,672.816
Whse_C,Region_C,Category_012,2015-09,454.8,2.62,1191.576
Whse_C,Region_C,Category_012,2015-11,1238.4,2.62,3244.608
Whse_C,Region_C,Category_012,2016-06,529.66,2.62,1387.7092
Whse_C,Region_C,Category_012,2011-01,80.69,2.62,211.4078
Whse_C,Region_C,Category_012,2011-11,88.92,2.62,232.9704
Whse_C,Region_C,Category_012,2011-12,96.33,2.62,252.3846
Whse_C,Region_C,Category_012,2011-09,97.7,2.62,255.97400000000002
Whse_C,Region_C,Category_012,2017-01,78.46,2.62,205.5652
Whse_C,Region_C,Category_012,2011-10,90.77,2.62,237.8174
Whse_C,Region_C,Category_012,2011-06,98.26,2.62,257.44120000000004
Whse_C,Region_C,Category_013,2013-06,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-07,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-08,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-09,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-11,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-01,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-02,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-03,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-04,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-05,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-06,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-07,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-08,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-09,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-10,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-11,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-05,37.4,2.62,97.988
Whse_C,Region_C,Category_013,2015-10,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-12,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2011-05,98.95,2.62,259.249
Whse_C,Region_C,Category_013,2012-04,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2012-06,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2012-07,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2012-09,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2012-10,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2012-11,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-01,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-02,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-03,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-04,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-05,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-10,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2013-12,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2014-12,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-01,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-02,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-03,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-04,16.54,2.62,43.3348
Whse_C,Region_C,Category_013,2015-06,56.99,2.62,149.31380000000001
Whse_C,Region_C,Category_013,2015-07,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-08,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-09,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2015-11,100.0,2.62,262.0
Whse_C,Region_C,Category_013,2011-01,88.41,2.62,231.6342
Whse_C,Region_C,Category_013,2011-11,90.04,2.62,235.90480000000002
Whse_C,Region_C,Category_013,2011-12,7.97,2.62,20.8814
Whse_C,Region_C,Category_013,2011-09,94.35,2.62,247.197
Whse_C,Region_C,Category_013,2017-01,91.64,2.62,240.0968
Whse_C,Region_C,Category_013,2011-10,95.96,2.62,251.4152
Whse_C,Region_C,Category_013,2011-06,97.29,2.62,254.89980000000003
Whse_C,Region_C,Category_015,2013-06,1894.8,2.62,4964.376
Whse_C,Region_C,Category_015,2013-07,2757.6,2.62,7224.912
Whse_C,Region_C,Category_015,2013-08,1151.23,2.62,3016.2226
Whse_C,Region_C,Category_015,2013-09,2251.2,2.62,5898.143999999999
Whse_C,Region_C,Category_015,2013-11,2287.2,2.62,5992.464
Whse_C,Region_C,Category_015,2014-01,1234.8,2.62,3235.176
Whse_C,Region_C,Category_015,2014-02,456.0,2.62,1194.72
Whse_C,Region_C,Category_015,2014-03,957.6,2.62,2508.9120000000003
Whse_C,Region_C,Category_015,2014-04,1209.6,2.62,3169.152
Whse_C,Region_C,Category_015,2014-05,3681.6,2.62,9645.792
Whse_C,Region_C,Category_015,2014-06,2366.4,2.62,6199.968000000001
Whse_C,Region_C,Category_015,2014-07,2946.79,2.62,7720.589800000001
Whse_C,Region_C,Category_015,2014-08,2091.6,2.62,5479.992
Whse_C,Region_C,Category_015,2014-09,1934.24,2.62,5067.7088
Whse_C,Region_C,Category_015,2014-10,1716.0,2.62,4495.92
Whse_C,Region_C,Category_015,2014-11,951.6,2.62,2493.192
Whse_C,Region_C,Category_015,2015-05,2223.6,2.62,5825.832
Whse_C,Region_C,Category_015,2015-10,2947.2,2.62,7721.664
Whse_C,Region_C,Category_015,2015-12,3532.52,2.62,9255.2024
Whse_C,Region_C,Category_015,2016-03,512.89,2.62,1343.7718
Whse_C,Region_C,Category_015,2016-07,49.34,2.62,129.2708
Whse_C,Region_C,Category_015,2016-09,1920.84,2.62,5032.6008
Whse_C,Region_C,Category_015,2016-10,1037.1,2.62,2717.2019999999998
Whse_C,Region_C,Category_015,2016-11,1523.97,2.62,3992.8014000000003
Whse_C,Region_C,Category_015,2011-05,98.8,2.62,258.856
Whse_C,Region_C,Category_015,2012-04,766.8,2.62,2009.0159999999998
Whse_C,Region_C,Category_015,2012-05,3620.4,2.62,9485.448
Whse_C,Region_C,Category_015,2012-06,1952.4,2.62,5115.2880000000005
Whse_C,Region_C,Category_015,2012-07,3781.77,2.62,9908.2374
Whse_C,Region_C,Category_015,2012-08,669.6,2.62,1754.352
Whse_C,Region_C,Category_015,2012-09,2290.8,2.62,6001.896000000001
Whse_C,Region_C,Category_015,2012-10,302.4,2.62,792.288
Whse_C,Region_C,Category_015,2012-11,1641.6,2.62,4300.992
Whse_C,Region_C,Category_015,2012-12,1234.8,2.62,3235.176
Whse_C,Region_C,Category_015,2013-01,1839.6,2.62,4819.752
Whse_C,Region_C,Category_015,2013-02,307.2,2.62,804.864
Whse_C,Region_C,Category_015,2013-04,1170.0,2.62,3065.4
Whse_C,Region_C,Category_015,2013-05,681.6,2.62,1785.7920000000001
Whse_C,Region_C,Category_015,2013-10,3100.8,2.62,8124.0960000000005
Whse_C,Region_C,Category_015,2013-12,1155.6,2.62,3027.672
Whse_C,Region_C,Category_015,2014-12,3069.6,2.62,8042.352
Whse_C,Region_C,Category_015,2015-01,2168.4,2.62,5681.2080000000005
Whse_C,Region_C,Category_015,2015-02,1822.8,2.62,4775.736
Whse_C,Region_C,Category_015,2015-03,1867.2,2.62,4892.064
Whse_C,Region_C,Category_015,2015-04,2121.6,2.62,5558.592
Whse_C,Region_C,Category_015,2015-06,1327.55,2.62,3478.181
Whse_C,Region_C,Category_015,2015-07,2140.8,2.62,5608.896000000001
Whse_C,Region_C,Category_015,2015-08,2978.4,2.62,7803.408
Whse_C,Region_C,Category_015,2015-09,3132.8,2.62,8207.936000000002
Whse_C,Region_C,Category_015,2015-11,966.12,2.62,2531.2344000000003
Whse_C,Region_C,Category_015,2016-06,1471.77,2.62,3856.0374
Whse_C,Region_C,Category_015,2011-01,97.88,2.62,256.4456
Whse_C,Region_C,Category_015,2011-11,86.72,2.62,227.2064
Whse_C,Region_C,Category_015,2011-12,125.53,2.62,328.8886
Whse_C,Region_C,Category_015,2011-09,98.54,2.62,258.1748
Whse_C,Region_C,Category_015,2017-01,36.0,2.62,94.32000000000001
Whse_C,Region_C,Category_015,2011-10,90.18,2.62,236.27160000000003
Whse_C,Region_C,Category_015,2011-06,89.06,2.62,233.33720000000002
Whse_C,Region_C,Category_016,2013-06,85.57,2.62,224.1934
Whse_C,Region_C,Category_016,2013-07,99.18,2.62,259.8516
Whse_C,Region_C,Category_016,2013-08,82.86,2.62,217.0932
Whse_C,Region_C,Category_016,2013-09,91.6,2.62,239.992
Whse_C,Region_C,Category_016,2013-11,85.65,2.62,224.40300000000002
Whse_C,Region_C,Category_016,2014-01,85.58,2.62,224.2196
Whse_C,Region_C,Category_016,2014-02,88.1,2.62,230.822
Whse_C,Region_C,Category_016,2014-03,99.98,2.62,261.9476
Whse_C,Region_C,Category_016,2014-04,81.1,2.62,212.482
Whse_C,Region_C,Category_016,2014-05,91.57,2.62,239.9134
Whse_C,Region_C,Category_016,2014-06,81.65,2.62,213.92300000000003
Whse_C,Region_C,Category_016,2014-07,83.09,2.62,217.69580000000002
Whse_C,Region_C,Category_016,2014-08,88.79,2.62,232.62980000000002
Whse_C,Region_C,Category_016,2014-09,90.21,2.62,236.3502
Whse_C,Region_C,Category_016,2014-10,85.18,2.62,223.17160000000004
Whse_C,Region_C,Category_016,2014-11,86.33,2.62,226.18460000000002
Whse_C,Region_C,Category_016,2015-05,81.74,2.62,214.15879999999999
Whse_C,Region_C,Category_016,2015-10,86.06,2.62,225.4772
Whse_C,Region_C,Category_016,2015-12,100.0,2.62,262.0
Whse_C,Region_C,Category_016,2016-01,98.89,2.62,259.09180000000003
Whse_C,Region_C,Category_016,2016-02,86.7,2.62,227.15400000000002
Whse_C,Region_C,Category_016,2016-03,100.0,2.62,262.0
Whse_C,Region_C,Category_016,2016-04,98.19,2.62,257.25780000000003
Whse_C,Region_C,Category_016,2016-05,100.0,2.62,262.0
Whse_C,Region_C,Category_016,2016-07,77.93,2.62,204.17660000000004
Whse_C,Region_C,Category_016,2016-08,77.79,2.62,203.80980000000002
Whse_C,Region_C,Category_016,2016-09,64.81,2.62,169.8022
Whse_C,Region_C,Category_016,2016-10,71.66,2.62,187.7492
Whse_C,Region_C,Category_016,2016-11,79.47,2.62,208.2114
Whse_C,Region_C,Category_016,2016-12,80.59,2.62,211.1458
Whse_C,Region_C,Category_016,2011-05,80.28,2.62,210.33360000000002
Whse_C,Region_C,Category_016,2012-01,85.15,2.62,223.09300000000002
Whse_C,Region_C,Category_016,2012-02,89.0,2.62,233.18
Whse_C,Region_C,Category_016,2012-03,93.86,2.62,245.91320000000002
Whse_C,Region_C,Category_016,2012-04,94.66,2.62,248.0092
Whse_C,Region_C,Category_016,2012-05,99.91,2.62,261.7642
Whse_C,Region_C,Category_016,2012-06,85.75,2.62,224.66500000000002
Whse_C,Region_C,Category_016,2012-07,90.76,2.62,237.79120000000003
Whse_C,Region_C,Category_016,2012-08,90.67,2.62,237.55540000000002
Whse_C,Region_C,Category_016,2012-09,88.11,2.62,230.84820000000002
Whse_C,Region_C,Category_016,2012-10,83.38,2.62,218.4556
Whse_C,Region_C,Category_016,2012-11,99.55,2.62,260.821
Whse_C,Region_C,Category_016,2012-12,97.07,2.62,254.3234
Whse_C,Region_C,Category_016,2013-01,89.97,2.62,235.72140000000002
Whse_C,Region_C,Category_016,2013-02,92.06,2.62,241.1972
Whse_C,Region_C,Category_016,2013-03,84.55,2.62,221.52100000000002
Whse_C,Region_C,Category_016,2013-04,90.88,2.62,238.1056
Whse_C,Region_C,Category_016,2013-05,93.9,2.62,246.01800000000003
Whse_C,Region_C,Category_016,2013-10,90.3,2.62,236.586
Whse_C,Region_C,Category_016,2013-12,99.81,2.62,261.5022
Whse_C,Region_C,Category_016,2014-12,92.23,2.62,241.64260000000002
Whse_C,Region_C,Category_016,2015-01,87.42,2.62,229.0404
Whse_C,Region_C,Category_016,2015-02,100.0,2.62,262.0
